Von_Kanton;Von_Gemeinde;Nach_Kanton;Nach_Gemeinde;Pendler
AG;Schöftland;LU;Büron;6
AG;Schöftland;LU;Geuensee;7
AG;Schöftland;LU;Sursee;18
AG;Schöftland;LU;Triengen;25
AG;Schöftland;LU;Dagmersellen;9
AG;Schöftland;LU;Reiden;12
AG;Schöftland;LU;Andere Gemeinden;39
AG;Schöftland;ZG;Hünenberg;5
AG;Schöftland;ZG;Andere Gemeinden;8
AG;Schöftland;SO;Neuendorf;5
AG;Schöftland;SO;Oensingen;9
AG;Schöftland;SO;Däniken;14
AG;Schöftland;SO;Olten;39
AG;Schöftland;SO;Schönenwerd;15
AG;Schöftland;SO;Solothurn;6
AG;Schöftland;SO;Andere Gemeinden;40
AG;Schöftland;BS;Basel;5
AG;Schöftland;BL;Liestal;5
AG;Schöftland;BL;Andere Gemeinden;11
AG;Schöftland;AG;Aarau;280
AG;Schöftland;AG;Buchs (AG);27
AG;Schöftland;AG;Gränichen;27
AG;Schöftland;AG;Hirschthal;48
AG;Schöftland;AG;Muhen;61
AG;Schöftland;AG;Oberentfelden;117
AG;Schöftland;AG;Suhr;49
AG;Schöftland;AG;Unterentfelden;34
AG;Schöftland;AG;Baden;26
AG;Schöftland;AG;Mägenwil;14
AG;Schöftland;AG;Wettingen;8
AG;Schöftland;AG;Bremgarten (AG);6
AG;Schöftland;AG;Villmergen;5
AG;Schöftland;AG;Wohlen (AG);5
AG;Schöftland;AG;Brugg;10
AG;Schöftland;AG;Lupfig;6
AG;Schöftland;AG;Schinznach-Bad;5
AG;Schöftland;AG;Windisch;8
AG;Schöftland;AG;Gontenschwil;5
AG;Schöftland;AG;Holziken;9
AG;Schöftland;AG;Oberkulm;18
AG;Schöftland;AG;Reinach (AG);8
AG;Schöftland;AG;Schlossrued;21
AG;Schöftland;AG;Schmiedrued;8
AG;Schöftland;AG;Schöftland;547
AG;Schöftland;AG;Unterkulm;23
AG;Schöftland;AG;Dintikon;7
AG;Schöftland;AG;Hunzenschwil;13
AG;Schöftland;AG;Lenzburg;28
AG;Schöftland;AG;Möriken-Wildegg;11
AG;Schöftland;AG;Niederlenz;7
AG;Schöftland;AG;Rupperswil;11
AG;Schöftland;AG;Schafisheim;18
AG;Schöftland;AG;Seon;6
AG;Schöftland;AG;Muri (AG);5
AG;Schöftland;AG;Aarburg;10
AG;Schöftland;AG;Attelwil;8
AG;Schöftland;AG;Bottenwil;5
AG;Schöftland;AG;Kirchleerau;21
AG;Schöftland;AG;Kölliken;28
AG;Schöftland;AG;Moosleerau;9
AG;Schöftland;AG;Oftringen;26
AG;Schöftland;AG;Reitnau;5
AG;Schöftland;AG;Rothrist;17
AG;Schöftland;AG;Safenwil;27
AG;Schöftland;AG;Staffelbach;15
AG;Schöftland;AG;Uerkheim;7
AG;Schöftland;AG;Zofingen;50
AG;Schöftland;AG;Andere Gemeinden;81
AG;Schöftland;TG;Andere Gemeinden;5
AG;Schöftland;TI;Bellinzona;6
AG;Schöftland;ZZ;Andere Gemeinden;17
AG;Teufenthal (AG);ZH;Zürich;29
AG;Teufenthal (AG);ZH;Andere Gemeinden;14
AG;Teufenthal (AG);BE;Bern;6
AG;Teufenthal (AG);BE;Andere Gemeinden;6
AG;Teufenthal (AG);LU;Sursee;7
AG;Teufenthal (AG);LU;Andere Gemeinden;21
AG;Teufenthal (AG);SO;Härkingen;10
AG;Teufenthal (AG);SO;Olten;7
AG;Teufenthal (AG);SO;Andere Gemeinden;16
AG;Teufenthal (AG);BL;Andere Gemeinden;5
AG;Teufenthal (AG);AG;Aarau;105
AG;Teufenthal (AG);AG;Buchs (AG);28
AG;Teufenthal (AG);AG;Gränichen;54
AG;Teufenthal (AG);AG;Oberentfelden;17
AG;Teufenthal (AG);AG;Suhr;26
AG;Teufenthal (AG);AG;Unterentfelden;8
AG;Teufenthal (AG);AG;Baden;14
AG;Teufenthal (AG);AG;Dürrenäsch;23
AG;Teufenthal (AG);AG;Gontenschwil;16
AG;Teufenthal (AG);AG;Menziken;7
AG;Teufenthal (AG);AG;Oberkulm;19
AG;Teufenthal (AG);AG;Reinach (AG);20
AG;Teufenthal (AG);AG;Schöftland;5
AG;Teufenthal (AG);AG;Teufenthal (AG);107
AG;Teufenthal (AG);AG;Unterkulm;24
AG;Teufenthal (AG);AG;Zetzwil;7
AG;Teufenthal (AG);AG;Hunzenschwil;8
AG;Teufenthal (AG);AG;Lenzburg;16
AG;Teufenthal (AG);AG;Meisterschwanden;5
AG;Teufenthal (AG);AG;Schafisheim;29
AG;Teufenthal (AG);AG;Seon;20
AG;Teufenthal (AG);AG;Rothrist;6
AG;Teufenthal (AG);AG;Zofingen;9
AG;Teufenthal (AG);AG;Andere Gemeinden;97
AG;Teufenthal (AG);ZZ;Andere Gemeinden;19
AG;Unterkulm;ZH;Schlieren;5
AG;Unterkulm;ZH;Zürich;45
AG;Unterkulm;ZH;Andere Gemeinden;28
AG;Unterkulm;BE;Bern;10
AG;Unterkulm;BE;Andere Gemeinden;11
AG;Unterkulm;LU;Luzern;7
AG;Unterkulm;LU;Sursee;9
AG;Unterkulm;LU;Triengen;6
AG;Unterkulm;LU;Andere Gemeinden;26
AG;Unterkulm;ZG;Andere Gemeinden;8
AG;Unterkulm;SO;Olten;15
AG;Unterkulm;SO;Schönenwerd;5
AG;Unterkulm;SO;Andere Gemeinden;18
AG;Unterkulm;BS;Basel;5
AG;Unterkulm;BL;Andere Gemeinden;11
AG;Unterkulm;AG;Aarau;136
AG;Unterkulm;AG;Buchs (AG);37
AG;Unterkulm;AG;Gränichen;44
AG;Unterkulm;AG;Hirschthal;6
AG;Unterkulm;AG;Muhen;7
AG;Unterkulm;AG;Oberentfelden;26
AG;Unterkulm;AG;Suhr;54
AG;Unterkulm;AG;Unterentfelden;11
AG;Unterkulm;AG;Baden;14
AG;Unterkulm;AG;Spreitenbach;5
AG;Unterkulm;AG;Villmergen;8
AG;Unterkulm;AG;Wohlen (AG);7
AG;Unterkulm;AG;Birr;9
AG;Unterkulm;AG;Brugg;7
AG;Unterkulm;AG;Beinwil am See;7
AG;Unterkulm;AG;Dürrenäsch;16
AG;Unterkulm;AG;Gontenschwil;11
AG;Unterkulm;AG;Menziken;24
AG;Unterkulm;AG;Oberkulm;94
AG;Unterkulm;AG;Reinach (AG);53
AG;Unterkulm;AG;Schöftland;23
AG;Unterkulm;AG;Teufenthal (AG);12
AG;Unterkulm;AG;Unterkulm;393
AG;Unterkulm;AG;Zetzwil;11
AG;Unterkulm;AG;Hunzenschwil;8
AG;Unterkulm;AG;Lenzburg;26
AG;Unterkulm;AG;Schafisheim;18
AG;Unterkulm;AG;Seengen;6
AG;Unterkulm;AG;Seon;21
AG;Unterkulm;AG;Oftringen;5
AG;Unterkulm;AG;Zofingen;17
AG;Unterkulm;AG;Andere Gemeinden;79
AG;Unterkulm;VD;Daillens;10
AG;Unterkulm;ZZ;Andere Gemeinden;4
AG;Zetzwil;ZH;Zürich;11
AG;Zetzwil;ZH;Andere Gemeinden;13
AG;Zetzwil;BE;Andere Gemeinden;7
AG;Zetzwil;LU;Aesch (LU);5
AG;Zetzwil;LU;Hitzkirch;6
AG;Zetzwil;LU;Luzern;9
AG;Zetzwil;LU;Sursee;11
AG;Zetzwil;LU;Andere Gemeinden;39
AG;Zetzwil;ZG;Andere Gemeinden;6
AG;Zetzwil;SO;Härkingen;8
AG;Zetzwil;SO;Olten;6
AG;Zetzwil;SO;Andere Gemeinden;7
AG;Zetzwil;AG;Aarau;29
AG;Zetzwil;AG;Buchs (AG);13
AG;Zetzwil;AG;Gränichen;17
AG;Zetzwil;AG;Oberentfelden;7
AG;Zetzwil;AG;Suhr;11
AG;Zetzwil;AG;Mägenwil;5
AG;Zetzwil;AG;Gontenschwil;40
AG;Zetzwil;AG;Menziken;29
AG;Zetzwil;AG;Oberkulm;41
AG;Zetzwil;AG;Reinach (AG);64
AG;Zetzwil;AG;Schmiedrued;5
AG;Zetzwil;AG;Schöftland;5
AG;Zetzwil;AG;Teufenthal (AG);5
AG;Zetzwil;AG;Unterkulm;16
AG;Zetzwil;AG;Zetzwil;123
AG;Zetzwil;AG;Lenzburg;15
AG;Zetzwil;AG;Rupperswil;5
AG;Zetzwil;AG;Schafisheim;26
AG;Zetzwil;AG;Seengen;5
AG;Zetzwil;AG;Seon;8
AG;Zetzwil;AG;Andere Gemeinden;96
AG;Zetzwil;ZZ;Andere Gemeinden;16
AG;Eiken;ZH;Zürich;38
AG;Eiken;ZH;Andere Gemeinden;33
AG;Eiken;BE;Bern;5
AG;Eiken;SO;Andere Gemeinden;9
AG;Eiken;BS;Basel;154
AG;Eiken;BL;Aesch (BL);6
AG;Eiken;BL;Birsfelden;5
AG;Eiken;BL;Muttenz;18
AG;Eiken;BL;Reinach (BL);11
AG;Eiken;BL;Augst;5
AG;Eiken;BL;Liestal;17
AG;Eiken;BL;Pratteln;21
AG;Eiken;BL;Andere Gemeinden;37
AG;Eiken;AG;Aarau;25
AG;Eiken;AG;Buchs (AG);6
AG;Eiken;AG;Baden;21
AG;Eiken;AG;Gebenstorf;5
AG;Eiken;AG;Brugg;9
AG;Eiken;AG;Windisch;7
AG;Eiken;AG;Eiken;223
AG;Eiken;AG;Frick;96
AG;Eiken;AG;Gipf-Oberfrick;6
AG;Eiken;AG;Kaisten;10
AG;Eiken;AG;Laufenburg;16
AG;Eiken;AG;Münchwilen (AG);13
AG;Eiken;AG;Oeschgen;7
AG;Eiken;AG;Sisseln;17
AG;Eiken;AG;Wölflinswil;5
AG;Eiken;AG;Mettauertal;6
AG;Eiken;AG;Kaiseraugst;25
AG;Eiken;AG;Möhlin;30
AG;Eiken;AG;Rheinfelden;55
AG;Eiken;AG;Stein (AG);102
AG;Eiken;AG;Wallbach;11
AG;Eiken;AG;Zeiningen;5
AG;Eiken;AG;Leibstadt;6
AG;Eiken;AG;Andere Gemeinden;92
AG;Eiken;ZZ;Andere Gemeinden;23
AG;Frick;ZH;Kloten;11
AG;Frick;ZH;Opfikon;6
AG;Frick;ZH;Otelfingen;7
AG;Frick;ZH;Regensdorf;5
AG;Frick;ZH;Uster;5
AG;Frick;ZH;Wangen-Brüttisellen;5
AG;Frick;ZH;Dietikon;10
AG;Frick;ZH;Schlieren;11
AG;Frick;ZH;Zürich;173
AG;Frick;ZH;Andere Gemeinden;45
AG;Frick;BE;Bern;13
AG;Frick;BE;Andere Gemeinden;8
AG;Frick;LU;Andere Gemeinden;9
AG;Frick;ZG;Baar;5
AG;Frick;ZG;Andere Gemeinden;8
AG;Frick;SO;Olten;6
AG;Frick;SO;Andere Gemeinden;20
AG;Frick;BS;Basel;261
AG;Frick;BL;Allschwil;6
AG;Frick;BL;Arlesheim;7
AG;Frick;BL;Münchenstein;9
AG;Frick;BL;Muttenz;23
AG;Frick;BL;Reinach (BL);7
AG;Frick;BL;Liestal;16
AG;Frick;BL;Pratteln;33
AG;Frick;BL;Andere Gemeinden;43
AG;Frick;SG;Andere Gemeinden;9
AG;Frick;AG;Aarau;114
AG;Frick;AG;Buchs (AG);10
AG;Frick;AG;Densbüren;21
AG;Frick;AG;Küttigen;8
AG;Frick;AG;Suhr;16
AG;Frick;AG;Baden;57
AG;Frick;AG;Neuenhof;8
AG;Frick;AG;Spreitenbach;10
AG;Frick;AG;Untersiggenthal;9
AG;Frick;AG;Wettingen;16
AG;Frick;AG;Wohlen (AG);9
AG;Frick;AG;Birr;13
AG;Frick;AG;Bözen;6
AG;Frick;AG;Brugg;36
AG;Frick;AG;Lupfig;18
AG;Frick;AG;Villigen;6
AG;Frick;AG;Windisch;19
AG;Frick;AG;Schinznach;5
AG;Frick;AG;Eiken;65
AG;Frick;AG;Frick;834
AG;Frick;AG;Gipf-Oberfrick;46
AG;Frick;AG;Herznach;23
AG;Frick;AG;Hornussen;15
AG;Frick;AG;Kaisten;30
AG;Frick;AG;Laufenburg;40
AG;Frick;AG;Münchwilen (AG);7
AG;Frick;AG;Oeschgen;14
AG;Frick;AG;Sisseln;18
AG;Frick;AG;Wittnau;9
AG;Frick;AG;Wölflinswil;5
AG;Frick;AG;Mettauertal;14
AG;Frick;AG;Lenzburg;10
AG;Frick;AG;Kaiseraugst;35
AG;Frick;AG;Möhlin;44
AG;Frick;AG;Rheinfelden;86
AG;Frick;AG;Stein (AG);112
AG;Frick;AG;Wallbach;10
AG;Frick;AG;Bad Zurzach;8
AG;Frick;AG;Andere Gemeinden;112
AG;Frick;ZZ;Andere Gemeinden;22
AG;Gansingen;ZH;Zürich;17
AG;Gansingen;ZH;Andere Gemeinden;18
AG;Gansingen;BS;Basel;16
AG;Gansingen;BL;Andere Gemeinden;13
AG;Gansingen;AG;Aarau;15
AG;Gansingen;AG;Baden;15
AG;Gansingen;AG;Untersiggenthal;13
AG;Gansingen;AG;Würenlingen;9
AG;Gansingen;AG;Brugg;34
AG;Gansingen;AG;Remigen;8
AG;Gansingen;AG;Villigen;18
AG;Gansingen;AG;Windisch;14
AG;Gansingen;AG;Frick;10
AG;Gansingen;AG;Gansingen;91
AG;Gansingen;AG;Kaisten;8
AG;Gansingen;AG;Laufenburg;37
AG;Gansingen;AG;Mettauertal;35
AG;Gansingen;AG;Stein (AG);8
AG;Gansingen;AG;Döttingen;6
AG;Gansingen;AG;Leibstadt;16
AG;Gansingen;AG;Andere Gemeinden;92
AG;Gansingen;ZZ;Andere Gemeinden;13
AG;Gipf-Oberfrick;ZH;Kloten;12
AG;Gipf-Oberfrick;ZH;Opfikon;7
AG;Gipf-Oberfrick;ZH;Otelfingen;5
AG;Gipf-Oberfrick;ZH;Dietikon;10
AG;Gipf-Oberfrick;ZH;Schlieren;6
AG;Gipf-Oberfrick;ZH;Zürich;123
AG;Gipf-Oberfrick;ZH;Andere Gemeinden;41
AG;Gipf-Oberfrick;BE;Bern;27
AG;Gipf-Oberfrick;LU;Andere Gemeinden;7
AG;Gipf-Oberfrick;ZG;Baar;5
AG;Gipf-Oberfrick;ZG;Zug;7
AG;Gipf-Oberfrick;SO;Olten;7
AG;Gipf-Oberfrick;SO;Andere Gemeinden;14
AG;Gipf-Oberfrick;BS;Basel;163
AG;Gipf-Oberfrick;BL;Binningen;7
AG;Gipf-Oberfrick;BL;Münchenstein;14
AG;Gipf-Oberfrick;BL;Muttenz;15
AG;Gipf-Oberfrick;BL;Reinach (BL);6
AG;Gipf-Oberfrick;BL;Frenkendorf;5
AG;Gipf-Oberfrick;BL;Liestal;12
AG;Gipf-Oberfrick;BL;Pratteln;24
AG;Gipf-Oberfrick;BL;Gelterkinden;10
AG;Gipf-Oberfrick;BL;Andere Gemeinden;36
AG;Gipf-Oberfrick;SG;Andere Gemeinden;5
AG;Gipf-Oberfrick;AG;Aarau;91
AG;Gipf-Oberfrick;AG;Buchs (AG);11
AG;Gipf-Oberfrick;AG;Erlinsbach (AG);10
AG;Gipf-Oberfrick;AG;Küttigen;7
AG;Gipf-Oberfrick;AG;Oberentfelden;5
AG;Gipf-Oberfrick;AG;Suhr;10
AG;Gipf-Oberfrick;AG;Baden;43
AG;Gipf-Oberfrick;AG;Mägenwil;7
AG;Gipf-Oberfrick;AG;Untersiggenthal;12
AG;Gipf-Oberfrick;AG;Wettingen;7
AG;Gipf-Oberfrick;AG;Würenlingen;7
AG;Gipf-Oberfrick;AG;Wohlen (AG);6
AG;Gipf-Oberfrick;AG;Birr;17
AG;Gipf-Oberfrick;AG;Brugg;16
AG;Gipf-Oberfrick;AG;Lupfig;12
AG;Gipf-Oberfrick;AG;Schinznach-Bad;7
AG;Gipf-Oberfrick;AG;Villigen;5
AG;Gipf-Oberfrick;AG;Windisch;8
AG;Gipf-Oberfrick;AG;Eiken;28
AG;Gipf-Oberfrick;AG;Frick;334
AG;Gipf-Oberfrick;AG;Gipf-Oberfrick;290
AG;Gipf-Oberfrick;AG;Herznach;15
AG;Gipf-Oberfrick;AG;Hornussen;5
AG;Gipf-Oberfrick;AG;Kaisten;16
AG;Gipf-Oberfrick;AG;Laufenburg;43
AG;Gipf-Oberfrick;AG;Münchwilen (AG);5
AG;Gipf-Oberfrick;AG;Oeschgen;6
AG;Gipf-Oberfrick;AG;Sisseln;10
AG;Gipf-Oberfrick;AG;Wittnau;9
AG;Gipf-Oberfrick;AG;Wölflinswil;9
AG;Gipf-Oberfrick;AG;Zeihen;7
AG;Gipf-Oberfrick;AG;Mettauertal;5
AG;Gipf-Oberfrick;AG;Lenzburg;6
AG;Gipf-Oberfrick;AG;Kaiseraugst;19
AG;Gipf-Oberfrick;AG;Möhlin;25
AG;Gipf-Oberfrick;AG;Rheinfelden;34
AG;Gipf-Oberfrick;AG;Stein (AG);55
AG;Gipf-Oberfrick;AG;Wallbach;10
AG;Gipf-Oberfrick;AG;Zofingen;7
AG;Gipf-Oberfrick;AG;Leibstadt;5
AG;Gipf-Oberfrick;AG;Andere Gemeinden;88
AG;Gipf-Oberfrick;ZZ;Andere Gemeinden;18
AG;Herznach;ZH;Kloten;10
AG;Herznach;ZH;Dietikon;6
AG;Herznach;ZH;Schlieren;5
AG;Herznach;ZH;Zürich;25
AG;Herznach;ZH;Andere Gemeinden;9
AG;Herznach;BE;Andere Gemeinden;5
AG;Herznach;LU;Andere Gemeinden;8
AG;Herznach;SO;Andere Gemeinden;14
AG;Herznach;BS;Basel;54
AG;Herznach;BL;Pratteln;14
AG;Herznach;BL;Andere Gemeinden;29
AG;Herznach;AG;Aarau;90
AG;Herznach;AG;Buchs (AG);5
AG;Herznach;AG;Densbüren;12
AG;Herznach;AG;Baden;19
AG;Herznach;AG;Birr;5
AG;Herznach;AG;Brugg;9
AG;Herznach;AG;Schinznach;5
AG;Herznach;AG;Eiken;10
AG;Herznach;AG;Frick;71
AG;Herznach;AG;Gipf-Oberfrick;5
AG;Herznach;AG;Herznach;149
AG;Herznach;AG;Laufenburg;16
AG;Herznach;AG;Oeschgen;6
AG;Herznach;AG;Ueken;18
AG;Herznach;AG;Zeihen;5
AG;Herznach;AG;Seon;5
AG;Herznach;AG;Kaiseraugst;7
AG;Herznach;AG;Möhlin;7
AG;Herznach;AG;Rheinfelden;14
AG;Herznach;AG;Stein (AG);14
AG;Herznach;AG;Andere Gemeinden;105
AG;Herznach;ZZ;Andere Gemeinden;12
AG;Hornussen;ZH;Zürich;22
AG;Hornussen;ZH;Andere Gemeinden;16
AG;Hornussen;BE;Bern;5
AG;Hornussen;SO;Andere Gemeinden;10
AG;Hornussen;BS;Basel;38
AG;Hornussen;BL;Muttenz;6
AG;Hornussen;BL;Liestal;5
AG;Hornussen;BL;Pratteln;11
AG;Hornussen;BL;Andere Gemeinden;15
AG;Hornussen;AG;Aarau;10
AG;Hornussen;AG;Suhr;6
AG;Hornussen;AG;Baden;11
AG;Hornussen;AG;Wettingen;5
AG;Hornussen;AG;Brugg;9
AG;Hornussen;AG;Effingen;5
AG;Hornussen;AG;Eiken;12
AG;Hornussen;AG;Frick;80
AG;Hornussen;AG;Gipf-Oberfrick;10
AG;Hornussen;AG;Hornussen;88
AG;Hornussen;AG;Kaisten;8
AG;Hornussen;AG;Laufenburg;11
AG;Hornussen;AG;Kaiseraugst;6
AG;Hornussen;AG;Möhlin;8
AG;Hornussen;AG;Rheinfelden;12
AG;Hornussen;AG;Stein (AG);9
AG;Hornussen;AG;Andere Gemeinden;98
AG;Hornussen;ZZ;Andere Gemeinden;10
AG;Kaisten;ZH;Winterthur;5
AG;Kaisten;ZH;Zürich;33
AG;Kaisten;ZH;Andere Gemeinden;32
AG;Kaisten;BE;Bern;9
AG;Kaisten;ZG;Andere Gemeinden;6
AG;Kaisten;SO;Andere Gemeinden;6
AG;Kaisten;BS;Basel;106
AG;Kaisten;BL;Allschwil;5
AG;Kaisten;BL;Münchenstein;6
AG;Kaisten;BL;Muttenz;13
AG;Kaisten;BL;Reinach (BL);5
AG;Kaisten;BL;Liestal;15
AG;Kaisten;BL;Pratteln;13
AG;Kaisten;BL;Andere Gemeinden;17
AG;Kaisten;AG;Aarau;33
AG;Kaisten;AG;Baden;16
AG;Kaisten;AG;Spreitenbach;7
AG;Kaisten;AG;Wettingen;5
AG;Kaisten;AG;Brugg;17
AG;Kaisten;AG;Schinznach-Bad;5
AG;Kaisten;AG;Windisch;6
AG;Kaisten;AG;Schinznach;5
AG;Kaisten;AG;Eiken;42
AG;Kaisten;AG;Frick;81
AG;Kaisten;AG;Gipf-Oberfrick;8
AG;Kaisten;AG;Herznach;6
AG;Kaisten;AG;Kaisten;301
AG;Kaisten;AG;Laufenburg;137
AG;Kaisten;AG;Münchwilen (AG);5
AG;Kaisten;AG;Sisseln;15
AG;Kaisten;AG;Mettauertal;10
AG;Kaisten;AG;Kaiseraugst;17
AG;Kaisten;AG;Möhlin;25
AG;Kaisten;AG;Rheinfelden;28
AG;Kaisten;AG;Stein (AG);63
AG;Kaisten;AG;Wallbach;10
AG;Kaisten;AG;Zofingen;5
AG;Kaisten;AG;Döttingen;8
AG;Kaisten;AG;Klingnau;5
AG;Kaisten;AG;Leibstadt;11
AG;Kaisten;AG;Bad Zurzach;7
AG;Kaisten;AG;Andere Gemeinden;109
AG;Kaisten;ZZ;Andere Gemeinden;14
AG;Laufenburg;ZH;Kloten;5
AG;Laufenburg;ZH;Zürich;51
AG;Laufenburg;ZH;Andere Gemeinden;28
AG;Laufenburg;BE;Bern;11
AG;Laufenburg;LU;Andere Gemeinden;5
AG;Laufenburg;ZG;Baar;6
AG;Laufenburg;SO;Andere Gemeinden;14
AG;Laufenburg;BS;Basel;142
AG;Laufenburg;BL;Allschwil;6
AG;Laufenburg;BL;Binningen;6
AG;Laufenburg;BL;Münchenstein;9
AG;Laufenburg;BL;Muttenz;13
AG;Laufenburg;BL;Reinach (BL);11
AG;Laufenburg;BL;Therwil;5
AG;Laufenburg;BL;Füllinsdorf;7
AG;Laufenburg;BL;Liestal;13
AG;Laufenburg;BL;Pratteln;21
AG;Laufenburg;BL;Andere Gemeinden;25
AG;Laufenburg;SG;Andere Gemeinden;5
AG;Laufenburg;AG;Aarau;38
AG;Laufenburg;AG;Baden;24
AG;Laufenburg;AG;Untersiggenthal;20
AG;Laufenburg;AG;Birr;8
AG;Laufenburg;AG;Brugg;40
AG;Laufenburg;AG;Lupfig;8
AG;Laufenburg;AG;Villigen;5
AG;Laufenburg;AG;Windisch;6
AG;Laufenburg;AG;Eiken;33
AG;Laufenburg;AG;Frick;58
AG;Laufenburg;AG;Gipf-Oberfrick;11
AG;Laufenburg;AG;Kaisten;51
AG;Laufenburg;AG;Laufenburg;586
AG;Laufenburg;AG;Oeschgen;9
AG;Laufenburg;AG;Schwaderloch;7
AG;Laufenburg;AG;Sisseln;17
AG;Laufenburg;AG;Mettauertal;30
AG;Laufenburg;AG;Lenzburg;6
AG;Laufenburg;AG;Kaiseraugst;21
AG;Laufenburg;AG;Möhlin;23
AG;Laufenburg;AG;Rheinfelden;23
AG;Laufenburg;AG;Stein (AG);81
AG;Laufenburg;AG;Wallbach;8
AG;Laufenburg;AG;Böttstein;9
AG;Laufenburg;AG;Döttingen;6
AG;Laufenburg;AG;Klingnau;8
AG;Laufenburg;AG;Leibstadt;22
AG;Laufenburg;AG;Leuggern;5
AG;Laufenburg;AG;Andere Gemeinden;114
AG;Laufenburg;ZZ;Andere Gemeinden;13
AG;Münchwilen (AG);ZH;Zürich;17
AG;Münchwilen (AG);ZH;Andere Gemeinden;19
AG;Münchwilen (AG);SO;Andere Gemeinden;6
AG;Münchwilen (AG);BS;Basel;69
AG;Münchwilen (AG);BL;Allschwil;5
AG;Münchwilen (AG);BL;Münchenstein;6
AG;Münchwilen (AG);BL;Liestal;10
AG;Münchwilen (AG);BL;Pratteln;15
AG;Münchwilen (AG);BL;Andere Gemeinden;21
AG;Münchwilen (AG);AG;Aarau;15
AG;Münchwilen (AG);AG;Baden;5
AG;Münchwilen (AG);AG;Eiken;19
AG;Münchwilen (AG);AG;Frick;29
AG;Münchwilen (AG);AG;Laufenburg;12
AG;Münchwilen (AG);AG;Münchwilen (AG);57
AG;Münchwilen (AG);AG;Oeschgen;7
AG;Münchwilen (AG);AG;Mettauertal;5
AG;Münchwilen (AG);AG;Kaiseraugst;7
AG;Münchwilen (AG);AG;Möhlin;12
AG;Münchwilen (AG);AG;Rheinfelden;27
AG;Münchwilen (AG);AG;Stein (AG);48
AG;Münchwilen (AG);AG;Andere Gemeinden;64
AG;Münchwilen (AG);ZZ;Andere Gemeinden;14
AG;Oberhof;ZH;Zürich;10
AG;Oberhof;ZH;Andere Gemeinden;6
AG;Oberhof;SO;Andere Gemeinden;12
AG;Oberhof;BS;Basel;7
AG;Oberhof;BL;Andere Gemeinden;12
AG;Oberhof;AG;Aarau;46
AG;Oberhof;AG;Erlinsbach (AG);8
AG;Oberhof;AG;Küttigen;5
AG;Oberhof;AG;Bözberg;6
AG;Oberhof;AG;Eiken;5
AG;Oberhof;AG;Frick;20
AG;Oberhof;AG;Gipf-Oberfrick;9
AG;Oberhof;AG;Oberhof;57
AG;Oberhof;AG;Wölflinswil;21
AG;Oberhof;AG;Stein (AG);10
AG;Oberhof;AG;Andere Gemeinden;70
AG;Oberhof;ZZ;Andere Gemeinden;9
AG;Oeschgen;ZH;Zürich;30
AG;Oeschgen;ZH;Andere Gemeinden;12
AG;Oeschgen;BE;Bern;5
AG;Oeschgen;SO;Andere Gemeinden;10
AG;Oeschgen;BS;Basel;42
AG;Oeschgen;BL;Muttenz;9
AG;Oeschgen;BL;Liestal;5
AG;Oeschgen;BL;Pratteln;9
AG;Oeschgen;BL;Andere Gemeinden;19
AG;Oeschgen;AG;Aarau;21
AG;Oeschgen;AG;Brugg;5
AG;Oeschgen;AG;Eiken;15
AG;Oeschgen;AG;Frick;82
AG;Oeschgen;AG;Gipf-Oberfrick;8
AG;Oeschgen;AG;Kaisten;8
AG;Oeschgen;AG;Laufenburg;13
AG;Oeschgen;AG;Oeschgen;99
AG;Oeschgen;AG;Kaiseraugst;7
AG;Oeschgen;AG;Möhlin;5
AG;Oeschgen;AG;Rheinfelden;9
AG;Oeschgen;AG;Stein (AG);14
AG;Oeschgen;AG;Andere Gemeinden;74
AG;Oeschgen;ZZ;Andere Gemeinden;12
AG;Schwaderloch;ZH;Zürich;15
AG;Schwaderloch;ZH;Andere Gemeinden;11
AG;Schwaderloch;BS;Basel;22
AG;Schwaderloch;BL;Andere Gemeinden;11
AG;Schwaderloch;AG;Aarau;8
AG;Schwaderloch;AG;Baden;8
AG;Schwaderloch;AG;Wettingen;5
AG;Schwaderloch;AG;Würenlingen;11
AG;Schwaderloch;AG;Brugg;5
AG;Schwaderloch;AG;Eiken;5
AG;Schwaderloch;AG;Frick;5
AG;Schwaderloch;AG;Laufenburg;32
AG;Schwaderloch;AG;Schwaderloch;75
AG;Schwaderloch;AG;Sisseln;5
AG;Schwaderloch;AG;Mettauertal;9
AG;Schwaderloch;AG;Kaiseraugst;5
AG;Schwaderloch;AG;Stein (AG);5
AG;Schwaderloch;AG;Böttstein;9
AG;Schwaderloch;AG;Döttingen;11
AG;Schwaderloch;AG;Leibstadt;25
AG;Schwaderloch;AG;Leuggern;9
AG;Schwaderloch;AG;Bad Zurzach;11
AG;Schwaderloch;AG;Andere Gemeinden;49
AG;Schwaderloch;ZZ;Andere Gemeinden;12
AG;Sisseln;ZH;Zürich;24
AG;Sisseln;ZH;Andere Gemeinden;22
AG;Sisseln;BE;Bern;7
AG;Sisseln;SO;Andere Gemeinden;9
AG;Sisseln;BS;Basel;112
AG;Sisseln;BL;Birsfelden;6
AG;Sisseln;BL;Münchenstein;6
AG;Sisseln;BL;Muttenz;11
AG;Sisseln;BL;Therwil;5
AG;Sisseln;BL;Liestal;12
AG;Sisseln;BL;Pratteln;23
AG;Sisseln;BL;Andere Gemeinden;26
